,y
233,0
18037,0
9815,0
9522,0
35069,0
39316,0
4352,0
16370,0
3757,0
21178,0
30130,0
11302,0
25149,0
40924,0
39502,0
5380,0
7956,0
9903,0
9477,0
5735,0
15310,0
13011,1
39095,1
32601,0
27078,0
36754,0
29015,0
38587,0
35898,0
15430,0
4477,0
4341,0
2112,0
17601,0
32906,0
17472,0
32681,0
4482,0
35629,0
16528,0
16622,0
11633,0
28624,1
32784,0
3543,0
19702,0
29613,0
1975,0
28335,0
35361,0
25777,0
9177,0
441,0
8075,0
39203,0
37396,0
14374,0
39550,0
11457,0
7926,0
23901,0
18152,0
2166,0
26236,0
29508,0
15096,0
36762,1
40329,1
34404,0
1257,0
8754,0
11230,1
17979,0
6087,0
1626,0
31853,0
32684,0
18547,0
40872,1
39571,0
4999,0
15134,0
34977,0
35696,0
38359,0
41175,0
24609,0
25124,0
36878,1
14199,0
36196,0
27118,0
36585,1
33028,0
20236,0
15242,0
33940,0
28886,0
7776,0
34029,0
30799,0
30228,0
24707,0
17155,0
26134,0
4577,0
38693,1
14206,0
18973,0
9628,0
3460,0
13397,0
34642,0
31440,0
14975,0
35994,0
1055,0
14478,0
25867,0
1945,0
5870,0
18430,0
20354,0
2357,0
31516,0
2945,0
34895,0
6245,0
16111,0
12416,0
13933,0
37213,0
1461,0
37530,0
12700,0
32248,0
10965,0
30783,0
1408,0
17473,0
16657,0
12884,0
17467,0
2494,0
5304,0
17736,0
31461,0
19373,0
15179,0
6943,0
3124,0
28577,0
4589,0
12004,1
6072,0
31029,0
23489,0
179,0
9542,0
12901,0
3594,0
29091,0
25753,0
38936,0
35180,0
30608,0
975,0
36916,0
31360,0
33691,0
16361,0
30423,0
20287,0
29376,0
3372,0
26487,0
38443,0
16953,0
21907,0
35407,0
30675,0
10079,0
8321,0
19474,0
3245,0
2723,0
14728,0
11188,0
24029,1
32453,0
37901,0
15818,0
416,0
39784,1
24865,0
20421,0
30686,0
31394,0
11797,0
36423,1
8713,0
29130,0
17883,0
39759,0
23647,0
7798,0
21208,0
546,0
39474,1
27944,0
32066,0
5376,0
30016,0
21350,0
17523,0
5779,0
23655,0
13396,0
34580,0
1340,0
39464,0
9195,0
14304,0
29888,0
21987,0
15646,0
25501,0
25766,0
17402,0
32125,0
19432,0
4228,0
10584,0
17532,1
13865,0
22515,0
32397,0
27335,0
29917,0
15488,0
4173,0
2966,0
15146,0
7796,0
2797,0
19077,0
30188,1
28163,0
27043,0
16681,0
40691,1
14217,0
11961,1
14515,0
4046,0
40092,0
5997,0
39898,0
3883,0
33025,0
7188,0
19008,0
13490,0
21800,0
6519,0
6286,0
30316,1
2988,0
29021,0
31958,0
962,0
15561,0
8149,0
39730,1
2518,0
26374,0
155,0
38075,1
31157,0
27930,1
34173,0
158,0
671,0
1930,0
22896,0
27822,1
38009,0
29168,0
7217,0
18890,0
5388,0
38271,0
2167,0
33180,0
13194,0
29730,0
40679,1
40446,1
6795,0
23558,0
32331,0
35495,0
34102,0
37877,0
25368,0
1633,0
18762,0
30741,0
35665,0
36324,0
1460,0
16625,0
36957,0
19852,0
7696,0
18869,0
7282,0
6704,0
30956,0
31383,0
34273,0
35206,0
34602,0
22868,0
27440,0
39230,1
15237,0
22874,0
24693,0
5018,0
25403,0
24492,0
11260,0
11746,0
8780,0
2201,0
28525,0
35335,0
11606,0
14831,0
37546,0
18721,0
35219,0
2548,0
3649,0
4415,0
8100,0
16531,0
34338,0
33152,1
31343,0
27682,0
12854,0
33709,0
30029,0
18921,0
37228,0
23673,0
30661,0
20616,0
32019,0
19240,0
12390,0
7943,0
34093,1
22748,0
3571,0
34143,0
16654,0
20552,0
30088,0
2635,1
23975,0
22192,1
2767,0
36751,0
40775,1
36265,1
5326,0
22407,0
35565,0
17822,0
30368,1
28722,0
15251,0
22001,0
35717,0
2908,0
27484,0
23431,0
25400,0
34162,0
30379,0
30038,0
26954,0
34704,0
2784,0
31924,0
21919,0
39351,0
19804,0
39547,1
16143,0
34889,0
21415,0
14438,0
34163,0
31132,0
2414,0
23323,0
1490,0
40655,0
38391,0
24660,0
11337,0
18582,0
15462,0
20418,0
24113,0
25030,0
3450,0
31089,1
154,0
13020,0
10064,0
19893,0
30990,0
16558,0
33443,0
5513,0
34411,0
40778,0
13761,0
219,0
40046,1
31614,0
14485,0
10462,0
25279,0
15549,0
4343,0
22958,0
6073,0
15573,0
34360,0
36537,0
25379,0
12513,0
28979,1
6045,0
38808,1
29939,0
18372,0
9305,0
23964,0
16265,0
13838,0
14247,0
21880,0
2745,0
30314,1
24837,0
23600,0
32656,0
28448,0
11507,0
11556,1
16895,0
8649,0
2111,0
31679,0
15023,0
11950,0
34141,0
12561,0
1130,0
33719,1
22742,0
12733,0
39954,1
35698,1
8354,0
37679,0
16384,0
33586,0
4277,0
40654,0
31685,0
37327,0
6412,0
12846,0
37862,0
32907,0
7080,0
12400,0
25545,0
11140,0
41084,0
39758,0
8184,0
35029,0
18132,0
35958,0
27838,0
25485,0
21188,0
13037,0
19955,0
4007,0
18705,0
27026,0
16034,0
29456,0
4948,0
23335,0
36824,1
15743,0
31495,0
6009,0
19343,0
33568,0
28203,0
33607,0
12979,0
25598,0
26218,0
17101,0
7661,0
35804,0
6230,0
2306,0
40009,0
2314,0
23601,0
32853,0
15710,1
2585,0
25680,0
25237,0
27714,0
20600,0
12117,0
33979,0
38840,1
1753,0
3263,0
14234,0
34379,0
11901,0
10341,0
15183,0
479,0
24570,0
28948,0
7429,0
2707,0
23732,0
39390,1
8109,0
15634,0
6115,0
12585,0
34733,0
18745,0
34447,0
7525,0
39061,1
13798,0
11405,0
22213,0
2229,0
22824,1
38283,1
14703,0
5484,0
18575,0
16732,0
28748,0
2727,0
5586,0
15082,0
4469,0
40731,1
36591,1
13455,0
18245,0
18998,0
24592,0
5358,0
40542,1
8953,0
37705,0
2930,0
6316,0
18324,0
22870,0
35364,0
4158,0
6113,0
13752,0
31168,0
38770,1
6085,0
29469,0
7690,0
37158,0
30894,0
18255,1
4803,0
38312,1
26090,0
37519,0
4752,1
6030,0
35762,0
36384,0
17282,0
23358,0
33433,1
15256,0
40645,1
23059,0
33223,0
7606,0
5902,0
6736,0
7983,1
33441,0
2157,0
36294,0
32534,0
6964,0
17533,0
8423,0
29550,0
14695,1
22279,0
9469,0
31974,0
40968,1
9528,0
8067,0
27782,1
21972,0
31933,0
19165,0
13152,0
11338,0
11670,0
10738,0
6659,0
33309,0
24648,0
34234,0
25702,0
21601,0
38125,0
33729,0
34892,0
6619,0
2837,0
4955,0
9401,0
31246,1
25021,0
3381,1
28476,0
6925,0
22575,0
22670,0
29199,0
12381,0
22079,0
35586,1
33217,1
16643,0
11565,0
14261,0
29030,0
1942,0
12691,0
29043,1
28690,0
23224,0
911,0
9239,1
4248,0
8551,0
27824,1
926,0
36118,0
2756,0
23878,0
22501,0
40837,0
13118,0
235,0
35507,0
15260,0
13015,0
32278,1
40701,1
9551,0
32487,0
35639,0
11840,0
21783,1
27062,0
21428,0
13673,0
935,0
16797,0
24478,0
20301,0
15889,0
35101,0
40438,0
27939,0
7891,0
35963,0
15938,1
8530,0
20809,0
36767,0
39456,1
25080,0
24497,0
25607,0
22189,0
3640,0
23149,0
14315,0
4025,0
16099,0
5555,0
26975,0
37518,0
21636,0
28950,0
9860,0
31255,0
7318,0
25064,0
29495,0
25807,0
18874,0
19131,0
6103,0
18154,1
31385,0
28437,1
36618,1
39171,1
35928,0
2596,0
38032,0
8154,0
32227,0
11251,0
25461,0
26699,0
28189,0
14372,0
36404,1
35184,0
19872,0
38854,0
7895,0
40347,1
32433,0
39687,0
32665,1
1913,0
4875,0
41114,1
18158,0
19499,0
35546,0
3833,0
29141,0
15472,0
6354,0
2618,0
31419,0
17475,0
15073,0
18401,0
11861,0
36237,1
6396,0
10333,0
14442,0
15361,0
34289,0
39347,0
14626,0
13956,1
9065,0
40974,0
32738,0
34450,0
27691,1
15039,0
39298,1
10846,0
23469,0
16692,0
32052,0
37978,0
6240,0
35455,0
25429,0
20919,0
37551,1
1683,0
16429,0
16771,0
33681,0
24625,0
1222,0
28560,0
14994,0
6341,0
27968,0
28587,1
19115,1
9296,0
18638,0
39328,1
30512,0
26588,1
6540,0
2702,0
22925,0
24047,1
38971,0
2075,0
16904,0
18914,0
38144,0
20089,0
2095,0
29926,0
429,0
29831,0
21755,0
33178,1
14410,1
5255,0
19022,0
11062,0
30051,0
6377,0
40788,0
946,0
17074,1
2044,0
17841,0
18948,0
41183,1
31844,0
19880,0
2869,0
31198,0
15814,0
16974,0
41110,1
12704,0
19365,0
37005,1
25006,0
20710,0
18458,0
22524,0
31407,1
5226,0
31223,0
10243,0
34302,0
6551,0
238,0
8405,0
15287,0
5136,0
22340,0
37077,0
7623,0
15583,0
17420,0
3399,0
3082,0
12110,0
10210,0
3347,0
7843,0
10793,0
23188,0
31476,0
40834,0
32134,1
30134,1
13122,0
30593,1
40791,0
568,0
38590,1
31741,0
2887,0
25842,0
843,0
26793,0
30464,1
12042,0
30357,1
4699,0
33016,0
35792,0
14510,0
1366,0
36366,0
33745,0
13825,0
27963,1
5382,0
38113,1
9659,0
8082,0
26654,0
8125,0
22512,0
28389,0
21624,0
30102,0
41109,0
12092,0
5960,0
17097,0
31528,0
6170,0
26575,1
11510,0
39520,1
15923,0
29531,0
39927,0
39097,0
11548,0
1339,0
26025,0
34136,1
8960,0
16512,0
7222,0
27132,0
10058,0
34536,0
4223,0
22666,0
12177,0
756,0
14488,0
26083,0
933,0
23351,0
5037,0
29620,0
13307,0
2588,0
32792,0
10461,0
33307,0
32986,0
32989,0
34479,0
10458,0
11811,0
6168,0
35185,0
3384,1
32633,0
18577,0
38002,1
28378,1
6149,0
29176,0
39025,0
25493,0
34567,0
14113,0
1292,0
9399,0
6303,0
7787,0
10743,0
153,0
8688,0
36940,0
25134,0
35146,0
9468,0
10931,0
29994,1
19640,0
38141,1
5379,0
15469,0
29155,0
6453,0
33771,0
4648,0
18092,0
40876,0
31698,0
27141,0
6444,0
18505,0
25320,0
17484,0
6233,0
10173,0
6040,0
40906,0
14812,0
19132,0
12748,0
37670,0
23014,0
39614,0
13902,0
36580,0
76,0
20713,0
26945,0
14700,0
29159,0
5175,0
31409,0
37615,0
3684,0
36204,0
1332,0
3804,0
4147,0
13667,0
35689,0
8720,0
35566,0
16207,0
18081,0
33492,0
18241,0
34766,0
21248,0
31671,0
36276,0
23826,0
1269,0
41077,1
25492,0
34919,0
22271,0
29096,0
27462,0
4349,0
21877,0
23822,0
26057,0
28834,0
19412,0
22122,0
39408,1
14181,0
32420,0
4375,0
13349,0
30436,1
3898,0
14569,0
4315,0
23644,0
27067,0
21662,0
21627,0
6460,0
35656,0
32403,0
25020,0
17999,0
40089,0
819,0
5904,0
14521,0
18699,0
29390,0
9838,0
38517,0
15865,0
1582,0
34065,1
5544,0
18303,0
329,0
28227,0
21926,0
27751,1
6486,0
159,0
23591,0
38571,1
37815,0
22579,0
19653,0
35217,0
27495,0
32562,0
27901,1
11319,0
34056,0
35526,0
25257,0
24795,0
16887,0
18751,0
33227,0
13080,0
29731,0
425,0
17429,0
34823,0
10667,0
14719,0
16563,0
31576,0
20867,0
5093,0
29869,0
7916,0
11252,0
19649,0
927,0
30618,0
30176,1
22605,0
25751,0
31135,0
38933,0
1749,0
14758,0
25091,0
33270,0
35150,0
12599,0
32425,0
5273,0
21076,0
33792,0
21933,0
39291,1
26013,0
29007,0
23159,0
18168,0
2394,0
7657,0
21669,0
17550,0
4527,0
11229,0
38956,0
11232,0
25016,0
38628,1
23639,0
30207,1
39321,1
2377,0
32468,0
377,0
2758,0
7371,0
4350,0
18646,0
29761,0
10826,0
13158,0
18538,0
23887,0
1948,0
15993,0
4192,0
23766,0
24446,0
31049,0
36544,0
37237,0
4334,0
30714,0
5505,0
1784,0
40969,0
20307,0
33485,0
23302,0
14143,0
40537,0
799,0
8741,0
21499,0
20743,0
34749,0
39618,0
15032,0
38881,1
1440,0
1644,0
16710,0
33447,0
24626,0
10893,0
10107,0
5148,0
3780,0
28038,1
19795,0
21098,0
24561,0
3974,0
1888,0
38488,1
18836,0
39122,0
22301,0
24435,0
37547,0
22420,1
31013,1
17281,0
12235,0
15625,0
6057,0
2848,0
39434,0
34556,0
18571,0
20313,0
26665,0
17335,0
1443,0
34985,0
20259,0
34060,0
25160,0
5060,0
7875,0
4761,0
6041,0
22227,0
11850,0
12100,0
39479,1
4973,0
12876,1
2511,0
19908,0
20174,0
4160,0
23916,0
23571,0
17842,0
14203,0
34849,0
34799,0
15273,0
13880,0
39018,1
11328,0
29045,0
4790,0
24226,0
15640,0
30470,0
15794,0
10353,1
18432,0
1598,0
23992,0
14901,0
16208,0
11908,0
37820,0
1816,0
36095,0
20507,0
4677,1
21719,0
6007,0
22901,0
2932,0
17735,0
39649,1
12285,0
3621,0
40358,1
40066,0
20579,1
8223,0
23543,0
34540,0
9692,0
19276,1
23136,0
36896,0
37243,0
6625,0
17215,0
9024,0
12603,0
30329,1
36350,1
2583,0
33846,0
26106,0
23855,0
29323,0
33464,0
4244,0
33422,0
3462,0
24313,0
22902,0
12066,0
14596,1
1171,0
2775,1
27293,0
2732,0
38762,0
290,0
8923,0
15886,0
8958,1
1135,0
15811,0
14679,0
3819,0
13498,0
23254,0
16224,0
29431,0
31667,0
22736,0
39271,0
34857,0
20383,0
14166,0
4201,0
26047,1
34372,0
21454,0
9535,0
2019,0
20457,0
39089,1
13268,0
31504,0
14672,0
24526,0
39163,1
38363,0
35368,0
28337,1
5733,0
22402,0
14458,0
8269,0
3958,0
18850,0
17490,0
38221,1
15971,0
4370,0
27842,0
15540,0
33558,0
7748,0
38172,0
13592,0
3719,0
4028,0
32395,0
5113,0
18413,0
16569,0
29361,0
4383,0
13874,0
19405,0
34693,0
26532,0
26091,0
18375,0
3131,0
487,0
20582,0
31521,1
16198,1
9482,0
27153,0
11930,0
30575,0
38033,1
29874,0
21846,0
14594,0
34236,0
9626,0
25903,0
26217,0
3679,0
23371,0
13046,0
13973,0
1432,0
2875,0
25773,0
5476,0
3747,0
13564,0
12519,0
22333,0
33582,0
21680,0
40681,0
13137,1
26490,0
18359,0
5550,1
13459,0
8198,0
30239,0
39700,0
18757,0
788,0
18697,0
33344,0
1478,0
4473,0
22369,0
11497,0
12154,0
22396,0
33543,0
19461,0
18147,1
16415,0
2061,0
13676,0
16889,0
10403,0
10936,1
37788,1
10254,1
12528,0
39336,1
34382,1
11216,0
39282,0
22343,0
3220,0
12070,0
15088,0
28617,0
29295,0
12149,0
28788,0
38104,1
25452,0
4399,0
11344,0
13087,0
14714,0
11710,0
10534,0
25109,0
26870,0
5694,0
23506,0
9970,0
35687,0
12743,0
14884,1
32364,0
31064,0
34080,0
34156,0
20555,0
29689,0
17191,0
695,0
26918,0
35271,0
22346,0
39255,1
4692,0
2106,0
17076,0
21211,0
6660,0
4327,0
12245,0
15685,0
12018,0
20429,0
33744,0
34708,0
31171,0
35425,0
4143,0
21047,0
528,0
19372,1
36038,1
5770,0
17011,0
14586,0
36753,1
11513,0
29967,1
17027,0
9367,0
17462,0
40866,1
4233,0
36298,0
19423,0
1498,0
33743,0
5389,0
1672,0
32993,0
6899,0
5433,0
35808,0
19550,0
31489,0
11280,0
22481,0
20959,0
768,0
1471,0
18411,0
6193,0
12089,0
23776,0
25843,0
22606,0
21827,0
10466,0
13703,0
35660,0
15414,0
34339,0
7586,0
18136,0
9032,0
32075,1
19850,0
13619,0
14657,0
13745,0
25714,1
14298,0
40747,1
29937,0
34421,0
11423,0
11839,0
3704,0
6266,0
1739,0
15366,0
29401,1
6068,0
15655,0
8155,0
38663,0
12985,0
24517,0
26130,0
34694,0
29707,1
13151,0
23442,0
30181,0
18259,0
11545,0
20988,0
20188,0
4016,0
13906,0
36432,1
8601,0
28194,0
29314,0
16848,0
2170,0
5369,0
6806,0
22554,0
13810,0
1010,0
22738,0
2739,0
33488,0
7286,0
37179,0
2277,0
30191,0
4257,0
12194,0
37402,0
25297,0
35616,0
38319,1
5290,0
19440,1
14591,1
38536,0
25040,0
5405,0
21372,0
16683,1
14835,0
5910,0
17939,0
38716,1
39172,0
11539,0
17212,0
24843,0
27160,1
2740,0
16098,0
7483,0
37125,1
36986,1
8016,0
6682,0
2391,0
32464,0
7583,0
11399,0
9693,0
4507,0
36111,1
4301,0
5803,0
23854,0
2572,0
35771,0
8445,0
30730,0
18512,0
21262,0
6952,0
35389,0
34906,1
26712,0
8375,0
31203,0
25,0
23367,0
21096,0
17639,1
31837,0
13416,0
32483,1
18001,0
18713,0
39024,1
36568,0
11320,0
27172,0
16503,0
30229,0
26676,1
1084,0
11393,0
4979,0
22354,0
20047,0
15996,0
23183,0
2321,0
31637,0
10025,0
38374,0
28169,1
579,0
36593,1
27037,0
27985,0
20611,0
26458,0
30658,0
21685,0
32726,0
7775,0
25729,0
40787,1
4998,0
27806,0
3861,0
15576,0
31217,0
18397,0
40675,1
17045,0
27122,0
16735,0
40206,0
30765,0
12932,1
1690,0
25230,0
23903,0
5559,0
27771,0
39117,1
8140,0
31046,0
3480,0
11795,0
8767,0
23596,0
40630,0
30648,0
36247,0
6915,0
27581,0
40134,1
2466,0
6395,0
448,0
22548,0
33932,0
1000,0
3969,0
40636,0
4633,0
5886,0
13908,0
5810,0
20952,0
36134,1
18966,0
2867,0
25517,0
17221,0
41158,1
3104,0
12960,0
13296,0
32108,0
7012,0
10005,0
13796,0
23236,0
31424,0
1973,0
16297,0
14566,0
15943,0
4599,0
13095,0
225,0
40325,0
36269,1
10757,0
32008,0
32143,0
38988,0
14394,0
41123,1
22155,0
40689,0
3575,0
32683,0
2207,0
23735,0
21436,0
1062,0
27905,0
25111,0
30305,0
35268,0
36372,0
14721,0
9403,0
4231,0
22915,0
2806,0
1528,0
29655,1
13531,1
32773,0
15322,0
30671,0
379,0
3714,0
14741,0
14180,0
27817,1
37847,0
3515,0
28453,0
34277,0
32445,0
25620,0
12074,0
22267,1
9028,1
35707,0
2015,0
815,0
17309,0
26817,0
23275,0
700,0
27753,1
41046,1
31851,0
34396,0
11756,0
12258,0
4731,0
6764,0
17210,0
10022,0
32847,0
21893,0
18086,0
5656,0
8195,0
32476,0
38127,1
31875,1
10387,0
13502,0
6310,0
29183,0
21609,0
17848,0
35521,0
37859,0
30654,0
13971,0
9808,0
11148,0
21762,0
19849,0
26199,0
22091,0
31722,0
11262,0
27120,0
25579,1
29850,0
5231,0
40587,0
30032,1
20451,1
4232,0
33807,0
21143,0
14483,0
36028,0
12910,0
38692,1
3798,0
10208,0
39960,1
16717,0
22979,0
21763,0
12788,0
23445,0
35126,1
22153,0
26498,0
28207,1
9169,0
19677,0
690,0
23713,0
34139,0
21036,0
8694,0
34744,1
30389,1
5434,0
12898,0
660,0
24221,0
11549,1
1564,0
39494,1
20792,0
38061,1
31983,0
3590,0
31928,0
390,0
34768,0
36657,0
15168,0
19146,0
16283,0
6236,0
25885,0
36968,0
17942,0
584,0
19891,0
8412,0
27759,1
26298,0
35120,0
20387,0
34179,0
22963,0
6555,0
22111,0
38421,1
28154,0
18036,0
37564,0
38052,0
20060,0
31437,0
36634,1
14264,0
12324,0
6581,0
4430,0
37566,1
446,1
15132,0
29383,0
32129,0
27962,1
21997,0
17134,0
29795,1
22412,0
14974,0
26027,0
16686,0
28142,0
37785,0
581,0
20492,0
6946,0
4296,0
39460,1
15504,0
22475,0
24681,0
35390,0
37417,0
30635,1
12229,0
25689,0
4586,0
20316,0
24298,0
30415,0
13726,1
14645,0
12537,0
4455,0
28157,0
2682,0
941,0
13246,0
945,0
14027,0
6417,0
13018,0
8272,0
14605,0
32208,1
1507,0
27010,0
26197,0
34995,0
38115,1
16845,0
28792,0
11033,0
37489,1
24961,0
33211,0
25196,0
24527,0
22058,0
6101,0
19580,0
39269,0
33782,0
11428,0
12280,0
32872,1
30495,0
39395,0
23684,0
40595,1
29533,0
24199,0
21307,1
36488,0
39281,1
5634,0
35223,0
22571,0
27442,0
28460,1
11111,0
20509,0
40999,0
36322,0
22448,0
36729,0
17214,0
31826,0
8662,0
31917,0
37775,0
4409,0
31074,0
32206,0
16192,0
19636,0
13748,0
36863,0
38120,0
27470,0
31865,0
1091,0
30115,0
23759,1
31724,0
36317,0
12795,0
15122,0
40368,1
39372,0
2865,0
9287,0
32775,0
8191,0
10360,0
35136,0
35728,0
23383,0
13706,0
36587,0
35896,1
25358,0
2759,0
18181,0
6870,0
24473,1
24359,0
34334,0
26396,0
22810,0
24338,0
34232,0
19940,0
28102,0
21855,0
23760,0
26927,1
31905,0
9256,1
5766,0
28352,1
2406,1
18179,0
4175,0
22713,0
15551,0
1603,0
20749,0
21349,0
17864,0
19262,0
28287,0
38845,1
9713,0
14681,0
12483,0
7026,0
14291,0
3086,0
20926,0
39363,0
27036,0
30386,0
25805,0
36815,0
13583,0
30850,0
5293,0
30261,0
8454,0
17922,0
31251,0
27169,0
26478,0
28962,0
31759,0
5950,0
9098,0
13993,0
10623,0
36231,0
38773,1
40958,0
5775,0
26903,0
2604,0
1263,0
1032,0
14241,0
29809,0
3054,0
27424,0
26519,0
6378,0
31682,0
34388,0
28537,0
38540,1
38140,0
37691,0
26976,0
13291,0
6534,0
17949,0
21399,0
11625,0
38629,0
3545,1
26010,0
20883,0
23590,0
23082,0
31066,0
37656,0
33600,0
13108,0
37535,0
35795,0
29152,0
11921,0
13135,0
15775,0
15721,0
3201,0
1232,0
26095,0
39540,1
1951,0
9429,0
38642,1
15953,0
25692,1
13470,0
6970,0
17828,0
11734,0
26320,0
18834,0
34055,0
8141,0
37754,0
25380,0
11220,0
13417,0
22747,0
27505,0
193,0
15145,0
29143,0
21695,0
5307,0
8874,0
132,0
498,0
38201,0
32288,1
22483,0
3899,0
38785,1
16387,0
30003,1
36499,1
40914,0
21412,0
211,0
29196,0
33030,0
34503,0
3943,0
33894,0
38961,1
25542,0
2715,0
32434,0
39640,1
36931,0
30587,0
12580,0
10625,0
24731,0
11041,0
41141,1
23862,0
36266,0
16060,0
24077,0
14224,0
14992,0
14104,0
28412,0
22887,0
22112,0
27621,0
24978,0
3168,0
18390,0
23993,0
1,0
1941,0
7599,0
35263,0
25354,0
31585,0
20288,0
37749,0
19081,0
4831,0
5396,0
34397,0
24864,0
33183,0
28385,0
2388,0
18897,0
5043,0
18059,0
4533,0
15401,0
40880,1
16789,0
36696,0
8477,0
29614,0
38267,0
17491,0
17247,0
27791,0
22219,0
17360,0
1763,1
15348,0
37943,0
21466,0
9097,0
7149,0
3510,0
11592,0
22352,0
39134,1
2860,0
5090,0
41177,0
36410,1
11807,0
39058,1
4489,0
21284,0
6035,0
36554,0
24311,0
39994,0
7351,0
35072,1
23564,0
32037,0
34853,0
387,0
4989,0
32697,0
19293,0
28036,0
15166,0
18666,0
15120,0
37020,0
34956,0
15463,0
36475,0
23507,0
35509,0
16677,0
4759,0
6448,0
7297,0
1962,0
28010,0
28533,0
27904,1
16737,1
15591,0
17790,0
38315,0
1076,0
27656,0
18489,0
17089,0
1779,0
28101,0
15777,0
6968,0
31284,0
2866,0
2857,0
22238,0
1029,0
9396,0
32228,0
11097,0
36989,0
36833,0
15930,0
19918,0
16231,0
3418,0
18912,1
27663,0
39183,1
21053,0
25195,0
7597,0
26222,0
35882,1
30873,0
11326,0
30838,1
25119,0
17907,0
33413,0
18702,0
38817,1
36320,0
10946,0
33872,0
21107,0
36905,0
19025,0
10504,0
3351,0
13205,0
40745,0
22209,0
22119,0
39069,1
17311,0
16011,0
10990,0
331,0
41137,0
25651,0
30885,0
4685,0
12773,0
28371,0
11239,0
14494,0
9835,0
13735,0
8035,0
39585,1
34628,0
25806,0
27055,0
10402,1
20022,0
26265,1
22798,0
26062,0
28842,0
21469,0
26634,1
21016,0
33400,0
17709,0
14556,0
5871,0
38286,0
39599,0
19265,0
11747,0
35506,1
3506,1
14377,0
1774,0
2937,0
39439,0
40349,1
31313,0
4269,0
32261,0
39593,0
8211,0
33166,0
14583,0
989,0
3913,0
37757,1
9867,0
36331,0
38215,0
32692,0
29054,0
31415,0
10491,0
38676,1
3088,0
9892,0
25638,0
34731,0
9383,0
13927,0
20759,0
9682,0
3681,0
13021,0
6893,0
30411,1
29326,0
19215,0
32813,0
35081,1
11051,0
24711,0
37876,0
23691,0
12904,1
25735,0
28121,0
13749,1
19086,0
28501,0
31930,0
21331,0
18723,0
8917,0
33371,0
38456,1
25907,0
2190,0
16257,0
36972,0
33044,0
41101,1
19466,0
17889,0
749,0
30507,0
36212,0
33631,0
20,0
19796,0
17217,0
15169,0
24464,0
33222,0
27764,1
30274,1
32519,0
3626,0
13543,0
22065,0
26924,0
14464,0
2724,0
26438,0
27097,0
38398,1
33953,0
31693,0
3107,0
17543,0
209,0
4488,0
5742,0
19967,1
14331,0
19619,0
25066,0
29013,0
8480,0
24997,0
13986,1
31822,0
11327,0
2131,0
31391,0
19706,0
29348,1
14530,0
1260,0
3365,0
31422,0
35929,0
30435,0
13589,0
13102,0
25123,0
7158,0
2645,1
37931,0
24140,0
38092,0
25658,0
13229,0
10948,0
9914,1
32138,1
30427,0
1794,0
41129,0
16607,0
4860,0
6577,0
34050,1
37066,0
33593,0
9871,0
15365,0
12649,0
22858,0
26097,0
18325,0
28953,0
14201,0
7851,0
8699,0
20750,1
5372,0
31264,0
17936,0
25503,0
13370,0
38976,1
22459,0
37537,0
2746,0
23512,0
29844,0
28704,0
37362,1
12268,0
38269,1
21139,0
9601,0
1040,0
31670,0
28854,0
14512,0
30975,0
13332,0
15219,1
13670,0
16946,0
39768,0
20149,0
1687,0
7361,0
8034,0
4358,0
14496,0
29897,0
650,0
5928,0
7652,1
26401,0
15512,0
908,0
23989,0
10227,1
33372,0
39265,0
35796,0
6008,0
18701,0
4727,0
24778,1
20875,0
9029,0
11876,0
23708,0
4287,0
41147,1
41003,1
38749,0
7486,1
40826,0
33157,0
21041,0
17029,0
7077,0
33574,0
40670,1
21996,0
22761,0
9619,0
8795,0
9575,0
3373,0
5978,1
35056,0
28462,0
37573,1
29303,0
33606,0
17723,1
31254,0
40626,1
40152,0
3565,0
22706,0
4117,0
24850,0
8639,0
167,0
9440,0
14853,0
32975,0
32652,0
27300,0
31482,0
19384,0
4971,0
10430,0
18832,0
33892,0
21988,0
27716,0
20300,0
37138,0
21787,0
21615,0
38301,0
11846,0
33057,0
3796,0
40317,1
21545,0
8353,0
28654,0
31120,0
2376,0
13711,0
1968,0
17338,0
15429,1
35005,0
31706,0
32218,0
6080,0
5038,0
9537,0
11272,0
967,0
11544,0
18740,0
36254,1
27696,0
16803,0
10226,0
32914,0
24007,0
24259,0
25608,0
21686,0
16749,0
39942,0
25280,0
18614,0
37646,0
38256,0
6990,0
9124,0
6425,0
40378,0
31376,0
8888,0
17456,1
10364,0
38661,0
12142,0
32658,0
32120,0
1398,0
40484,1
29673,0
7777,0
22270,0
23283,0
12742,0
33212,0
24289,0
32272,0
29675,0
5278,0
8077,0
23338,0
35269,0
31961,0
16451,1
5965,0
40680,0
29854,0
25126,0
21078,0
16743,0
938,0
13361,0
3911,0
27203,0
29663,0
28663,0
23369,0
35850,0
21879,1
15658,0
7003,0
18358,0
34084,0
10606,0
15126,1
5701,0
13214,0
7096,0
21012,0
23190,0
25945,0
18753,0
30281,0
16856,0
16452,0
40307,0
39003,1
27685,0
29628,0
39149,1
24384,0
24875,0
35032,0
36497,1
34523,1
6508,0
13858,0
8099,0
22338,1
6620,0
28200,0
37553,0
33189,0
28777,0
36492,0
8130,1
10222,0
35304,0
16047,0
20350,0
3846,0
28808,0
32405,0
38993,1
9248,0
923,0
1782,0
33984,0
34151,0
1371,0
19084,0
20323,0
16108,0
9487,0
20554,0
3643,0
25739,0
35643,1
3927,0
212,0
24935,0
6252,0
